Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17
im looking for a cheap restaurant and it should be in the south part of town;thai;thai;;;;;;;;;;;;spicy;;
id like to find a restaurant in the north part of town that serves german food;thai;thai;;thai;;;;;;;;;;;;
moderate restaurant south part of town;;swiss;;;;;;;;;;;;spicy;;
im looking for a restaurant in the north part of town;korean;thai;;;;;;;;;;;;;;
mexican;african;african;;;;;;;;;;;;;;
im looking for a moderately priced restaurant in the north part of town;korean;thai;;;;;;;;;;;;spicy;;
cheap jamaican;;;;;;west;;;;;;;;;;
im looking for an expensive restaurant in the east part of town;korean;thai;;;;;;;;;;;;;;
i want a moderately priced restaurant in the west part of town;;thai;;;;;;;;;;;;spicy;;
yeah a cheap restaurant serving international food;;;;;;east;;;;;;;;;;
im looking for a restaurant in any area it should serve gastropub food;;;;;south;south;;;;;;;;spicy;;
im looking for a moderately priced restaurant in the west part of town;korean;thai;;;;;;;;;;;;spicy;;
im looking for a restaurant in the south part of town serving jamaican food;;;;;;;;;;;;;;spicy;;
yes;;;;;;west;;;;;;;;;;
im looking for a restaurant that serves bistro food;;;;;north;north;;;;;;;;;;
i want a moderately priced restaurant in the west part of town;;thai;;;;;;;;;;;;spicy;;
im looking a restaurant in the east part of town;;thai;;;;;;;;;;;;;;
i want to find a cheap re;thai;cuban;;;;west;;;;;;;;;;
i want to find a moderately priced restaurant and it should serve asian food;fusion;tuscan;;;south;east;;;;;;;;spicy;;
moderately priced restaurant in the east part of town;;thai;;;;;;;;;;;;spicy;;
i want to find a restaurant in the center that serves lebanese food;;;;;centre;west;centre;centre;;;;;;;;
i want a restaurant in the moderate price range;;thai;;;;west;;;;;;;spicy;spicy;;spicy
i would like a moderately priced restaurant in the west part of town;;thai;;;;;;;;;;;;spicy;;
i need a moderately priced restaurant that serves world food;thai;thai;;thai;north;north;;;;;;;;spicy;;
price over food west part of town;;african;;;;;;;;;;;spicy;spicy;;spicy
im looking for a expensive restaurant in the east part of town;korean;thai;;;;;;;;;;;;;;
brazilian food;;italian;;;;;;;;;;;;;;
expensive restaurant welsh food;;french;;;;;;;;;;;;;;
want something in the south side of town thats moderately priced;;;;;;;;;;;;;;spicy;;
i need cheap hungarian restaurant;thai;thai;;;;west;;;;;;;;;;
bistro;;;;;;west;;;;;;;;;;
looking for afghan good;african;african;;;;;;;;;;;;;;
cheap restaurant in the south part of town;thai;thai;;;;;;;;;;;;spicy;;
un unusual food;;tuscan;;;;;;;;;;;;;;
im looking for a moderately priced labonese restaruant;lebanese;lebanese;;;north;north;;;;;;;;spicy;;
swedish food;swiss;spanish;;swiss;;west;;;;;;;;;;
im looking for an expensive restaurant in the south part of town;korean;thai;;;;;;;;;;;;spicy;;
im looking for a moderately priced restaurant uh serving halal food;korean;korean;;;north;north;;;;;;;;spicy;;
im looking for romanian food in the expensive price range;;;;;;centre;;;;;;;romantic;romantic;;spicy
a cheap restaurant in the west part of town;cuban;thai;;;;;;;;;;;;;;
im looking for a cheap restaurant in the north part of town;thai;thai;;;;;;;;;;;;;;
hi im looking for mexican food;african;thai;;;;;;;;;;;;;;
id like a pan asian restaurant;african;fusion;;;;east;;;;cheap;;;;spicy;;
cheap restaurant that serves german food;thai;thai;;thai;;east;;;;;;;;;;
a moderately priced restaurant in the south part of town;;thai;;;;;;;;;;;;spicy;;
moderately priced restaurant;;african;;;;;;;;;;;;spicy;;
expensive restaurant south part of town;;swiss;;;;;;;;;;;;spicy;;
part of town the address and postal code please;;thai;;;east;east;;east;;cheap;;;;;;
im looking for a restaurant in central it should serve japanese food;;;;;;;;;;;;;;spicy;;
im looking for a restaurant in the east part of the town with indian asian food;;;;;;;;;;cheap;;;;spicy;;
im looking for a moderately priced restaurant in the south part of town;korean;thai;;;;;;;;;;;;spicy;;
cheap;thai;thai;;;;west;;;;;;;;;;
uh a cheap restaurant in the east part of town;thai;thai;;;;;;;;;;;;;;
i want a moderate priced restaurant in the south of town;;thai;;;;;;;;;;;;spicy;;
cheap restaurant;thai;cuban;;;;west;;;;;;;;;;
im looking for an expensive restaurant in the east part of town;korean;thai;;;;;;;;;;;;;;
korean food;;;;;;north;;;;cheap;;;;;;
i would like a restaurant that serves korean food;;;;;south;south;;;;cheap;;;;;;
im looking for a moderately priced restaurant in the south part of town;korean;thai;;;;;;;;;;;;spicy;;
fancy restaurant moroccan food;;;;;;east;;;;;;;spicy;spicy;;
moderately priced restaurant in the south part of town;;thai;;;;;;;;;;;;spicy;;
im looking for something moderately priced;;african;;;;;;;;;;;;spicy;;
im looking for an expensive restaurant that serves greek food;thai;thai;;thai;;west;;;;;;;;;;
looking for a cheap restaurant in the west part of town;cuban;thai;;;;;;;;;;;;;;
i want to find a cheap restaurant and it should be in the east part of town;thai;thai;;;;;;;;;;;;;;
im looking for a restaurant in the north part of town;korean;thai;;;;;;;;;;;;;;
im looking for a restaurant in the south part of town that serves malaysian food;thai;thai;;thai;;;;;;;;;;spicy;;
i need a moderately priced restaurant that serves bask food;thai;thai;;thai;;east;;;;;;;;spicy;;
im looking for a moderately priced restaurant;korean;korean;;;north;north;;;;;;;;spicy;;
im looking for a moderately priced restaurant in the east part of town;korean;thai;;;;;;;;;;;;spicy;;
restaurant in the north part of town that serves hungarian food;thai;thai;;thai;;;;;;;;;;;;
looking for an expensive restaurant in the south part of town;korean;thai;;;;;;;;;;;;spicy;;
a restaurant cheap north part of town;cuban;thai;;;;;;;;;;;;;;
moderately priced in the west;;thai;;;;;;;;;;;;spicy;;
im looking for a restaurant in the south part of town and danish food;spanish;thai;;;;;;;;;;;;spicy;;
im looking for a moderately priced restaurant in the north part of town;korean;thai;;;;;;;;;;;;spicy;;
for a restaurant in any area with international food;;;;;north;north;;;;;;;;;;
expensive restaurant in the south part of town;;thai;;;;;;;;;;;;spicy;;
looking for a restaurant that serves lebanese food;;;;;north;north;;;;;;;;;;
in the east part of town;;thai;;;;;;;;;;;;;;
id like to find a cheap restaurant in the west part of town;cuban;thai;;;;;;;;;;;;;;
moderate priced;;african;;;;;;;;;;;;spicy;;
find a restaurant in the center of town;indian;thai;;;;;;;;;;;;;;
breath im looking for a restaurant that serves cuban food;;;;;north;north;;;cheap;cheap;;;;;;
im looking for a restaurant in the north part of town serving malaysian food;korean;thai;;;;;;;;;;;;;;
im looking for a moderately priced restaurant in the south part of town;korean;thai;;;;;;;;;;;;spicy;;
i would like australian foo;australasian;australasian;;;south;south;;;;;;;;;;
wait noise;swiss;swiss;;;north;east;;;;;;;;spicy;;
im looking for a cheap restaurant with spanish food;;;;;north;north;;;;;;;;spicy;;
looking for a cheap restaurant in the west part of town;thai;thai;;;;;;;;;;;;;;
im looking for an expensive restaurant and it should be the east part of town;korean;thai;;;;;;;;;;;;;;
expensive restaurant in the east;;thai;;;;;;;;;;;;;;
i need a cheap restaurant in the west part of town;cuban;thai;;;;;;;;;;;;;;
im looking for an expensive restaurant that serves signaporean food;thai;thai;;thai;;north;;;;;;;;;;
cantonese food;;japanese;;;;;;;;;;;;;;
english food;;british;;;;;;;;;;;;;;
i want a restaurant in the east part of town that serves singaporean food;thai;thai;;thai;;;;;;;;;;;;
cheap restaurant east part of town;cuban;thai;;;;;;;;;;;;;;
im looking for a restaurant in any area and it should serve pan asian food;indian;indian;;;south;south;;;;cheap;;;;spicy;;
im looking for an expensive restaurant that serves sea food;thai;thai;seafood;seafood;;north;;;;;;;;;;
im looking for a moderately priced restaurant in the north part of town;korean;thai;;;;;;;;;;;;spicy;;
european food any price;;;;;;;;;;;;;spicy;spicy;;spicy
im looking for a moderately priced restaurant that serves tuscan food;;;;;north;north;;;;;;;;spicy;;
north;;korean;;;;;;;;;;;;;;
south;;swiss;;;;;;;;;;;;spicy;;
im looking for a cheap restaurant in the north part of town;cuban;thai;;;;;;;;;;;;;;
i want a moderately priced restaurant in the north part of town;;thai;;;;;;;;;;;;spicy;;
i need a cheap restaurant;thai;thai;;;;east;;;;;;;;;;
im looking for an expensive restaurant that serves irish food;thai;thai;;thai;;north;;;;;;;;spicy;;
i want to find a moderately priced restaurant that serves cuban food;;;;;;west;;;;;;;;spicy;;
i want a cheap restaurant that serves unusual food;thai;thai;;thai;;west;;;;;;;;;;
cheap restaurant;thai;thai;;;;west;;;;;;;;;;
i am looking for a restaurant in the south part of town and it should serve cantonese food;korean;thai;;;;;;;;;;;;spicy;;
uh yeah im looking for a restaurant in the south part of town and that serves kosher food;thai;thai;;thai;;;;;;cheap;;;;spicy;;
id like an expensive restaurant;;italian;;;;;;;;;;;;;;
im looking for a restaurant that serves danish food;thai;thai;;thai;north;north;;;;;;;;;;
im looking for a cheap restaurant in the south part of town;cuban;thai;;;;;;;;;;;;spicy;;
im looking for a restaurant;korean;korean;;;north;north;;;;;;;;;;
could i have a cheap restaurant;cuban;thai;;;south;south;;;;;;;;;;
moderately priced restaurant;;african;;;;;;;;;;;;spicy;;
im looking for a restaurant that serves russian food;thai;thai;;thai;north;north;;;;;;;;;;
can i have a moderately priced restaurant;;cuban;;;;centre;;;;;;;;spicy;;
im looking for a cheap restaurant that serves german food;thai;thai;;thai;north;north;;;;;;;;;;
im looking for a restaurant in the east part of town that serves afghan food;thai;thai;;thai;;;;;;;;;;;;
noise hello;swiss;swiss;;;north;north;;;;cheap;;;;spicy;;
im looking for an expensive restaurant and it should be in the south part of town;korean;thai;;;;;;;;;;;;spicy;;
i want a moderately priced restaurant in the west part of town;;thai;;;;;;;;;;;;spicy;;
korean food;;;;;;north;;;;cheap;;;;;;
i would like to find a restaurant in the center and it should serve korean food;;;;;;;;;;cheap;;;;spicy;;
im looking for a moderately priced restaurant in the west part of town;korean;thai;;;;;;;;;;;;spicy;;
i need a moderately priced restaurant in the north part of town;;thai;;;;;;;;;;;;spicy;;
id like an expensive restaurant that serves bat food;thai;thai;;thai;;east;;;;;;;;;;
im looking for a restaurant in the east part of town;korean;thai;;;;;;;;;;;;;;
i would like to find an expensive restaurant that serves corsica food;thai;thai;;thai;south;south;;;;;;;;;;
im looking for a cheap restaurant;cuban;cuban;;;north;north;;;;;;;;;;
i want to find a moderately priced restaurant in the east part town;indian;thai;;;;;;;;;;;;spicy;;
hi im looking for an expensive restaurant in the south part of town;korean;thai;;;;;;;;;;;;spicy;;
uh yes i need the north part of town;;thai;;;;;;;;;;;;;;
could i have a moderately priced restaurant in the south part of town;;thai;;;;;;;;;;;;spicy;;
looking for a moderately priced restaurant that serves brazilian;thai;thai;;thai;north;north;;;;;;;;spicy;;
i want a moderately priced restaurant that serves mediterranean food;;;;;;east;;;;;;;;spicy;;
id like a restaurant in the north part of town that serves cross over food;thai;thai;;thai;;;;;;cheap;;;;;;
im looking for a moderately priced restaurant;korean;korean;;;north;north;;;;;;;;spicy;;
i want a restaurant in the west part of town that serves australian food;thai;thai;;thai;;;;;;;;;;;;
uh cheap restaurant in north part of town;cuban;thai;;;;;;;;;;;;;;
moderately priced restaurant;;african;;;;;;;;;;;;spicy;;
im looking for a restaurant in any area that serves russian food;thai;thai;;thai;north;north;;;;;;;;;;
im looking for a moderately priced restaurant in the west part of town;korean;thai;;;;;;;;;;;;spicy;;
im looking for a restaurant in the east part of town;korean;thai;;;;;;;;;;;;;;
world food;;korean;;;north;north;;;;;;;;;;
im looking for corsica food;;african;;;;;;;;;;;;;;
i want a restaurant serving greek food;;persian;;;;east;;;;cheap;;;;;;
yea im looking for a really cheap restaurant in the east part of town;thai;thai;;;;;;;;;;;;;;
a restaurant south part of town;;swiss;;;;;;;;;;;;spicy;;
im looking for a restaurant in the south part of town serving austrian food;korean;thai;;;;;;;;;;;;spicy;;
looking for a cheap restaurant in the east part of town;thai;thai;;;;;;;;;;;;;;
cheap;cuban;cuban;;;;west;;;;;;;;;;
chinese;;;;;;centre;;;;cheap;;;;children;;
i need a restaurant in the east part of town;;thai;;;;;;;;;;;;;;
danish food;spanish;spanish;;;;east;;;;;;;;;;
im looking for a moderately priced restaurant;korean;korean;;;north;north;;;;;;;;spicy;;
expensive restaurant south part of town;;swiss;;;;;;;;;;;;spicy;;
yes;;;;;;west;;;;;;;;;;
yes can i have;tuscan;cuban;;;;west;;;;cheap;;;;;;
im looking for a moderately priced restaurant in the east part of town;korean;thai;;;;;;;;;;;;spicy;;
find a cheap restaurant;thai;cuban;;;;east;;;;;;;;;;
i need a cheap restaurant in the south part of town;thai;thai;;;;;;;;;;;;spicy;;
i need a moderately priced restaurant;;african;;;;;;;;;;;;spicy;;
can i get a restaurant with vegetarian food;;cuban;;;;west;;;;cheap;;;;;;
im looking for a restaurant that serves japanese food;;;;;north;north;;;;;;;;;;
cheap;thai;thai;;;;west;;;;;;;;;;
in the west part of town;;thai;;;;;;;;;;;;;;
cheap restaurant;cuban;thai;;;;west;;;;;;;;;;
im looking for an expensive restaurant in the east town;korean;thai;;;;;;;;;;;;;;
restaurant in the south part of town;;thai;;;;;;;;;;;;spicy;;
im looking for thai;;;;;;north;;;;;;;;;;
i need a restaurant in the center of town that serves spanish food;;;;;;;;;;;;;;spicy;;
uh yes im looking for malaysian food;;chinese;;;;west;;;;;;;;;;
i need a restaurant serving corsica food;;persian;;;;;;;;;;;;;;
the restaurant;;thai;;;;;;;;;;;;;;
im looking for a cheap restaurant in the west part of town;cuban;thai;;;;;;;;;;;;;;
north part of town;;korean;;;;;;;;;;;;;;
hello;;;;;;west;;;;cheap;;;;;;
im looking for a restaurant that serves afghan food;thai;thai;;thai;north;north;;;;;;;;;;
im looking for something cheap;cuban;cuban;;;;west;;;;;;;;;;
hello and welcome;;;;;;east;;;;cheap;;;;;;
i want to find a expensive restaurant in the south part of town;indian;thai;;;;;;;;;;;;spicy;;
restaurant in the west part of town that serves cuban food;;;;;;;;;cheap;cheap;;;;;;
cheap restaurant that serves vegetarian food;thai;thai;;thai;;west;;;;;;;;;;
ah im looking for a cheap restaurant;thai;thai;;;north;north;;;;;;;;;;
im looking for an expensive restaurant;korean;korean;;;;north;;;;;;;;;;
im looking for a moderately priced restaurant in the west part of town;korean;thai;;;;;;;;;;;;spicy;;
moderately priced in south part;;african;;;;;;;;;;;;spicy;;
moderately priced;;african;;;;;;;;;;;;spicy;;
noise looking for an expensive restaurant in the south part of town;korean;thai;;;;;;;;;;;;spicy;;
i want to find a restaurant that serves world food;thai;thai;;thai;north;west;;;;;;;;;;
looking for an expensive restaurant that serves indonesian food;thai;thai;;thai;;north;;;;;;;;;;
looking for a cheap restaurant that serves creative food;thai;thai;;thai;north;north;;;;;;;;;;
find moderately priced restaurant in the west part of town;;thai;;;;;;;;;;;;spicy;;
yes can i have can i get swedish food in any area;spanish;cuban;;swiss;;west;;;;cheap;;;;;;
im looking for a restaurant in any area;korean;korean;;;north;north;;;;;;;;;;
i need a moderately priced restaurant in the south part of town;;thai;;;;;;;;;;;;spicy;;
i want a restaurant in the center that serves seafood;;;;;centre;east;centre;centre;;;;;;;;
looking for something moderately priced in the north side of town;;thai;;;;;;;;;;;;spicy;;
north;;korean;;;;;;;;;;;;;;
like to find a restaurant in the east part of town and it should serve indian food;;;;;;;;;;;;;;spicy;;
world food;;korean;;;north;north;;;;;;;;;;
north;;korean;;;;;;;;;;;;;;
i want to find a restaurant in the north part of town;indian;thai;;;;;;;;;;;;;;
looking for an expensive restaurant in the south part of town;korean;thai;;;;;;;;;;;;spicy;;
im looking for a restaurant in any area that serves polynesian food;;;;;north;north;;;;;;;;;;
im looking for a moderately priced restaurant in the west part of town;korean;thai;;;;;;;;;;;;spicy;;
im looking for an expensive restaurant in the east part of town;korean;thai;;;;;;;;;;;;;;
moderately priced restaurant serving moroccan food;;;;;;;;;;;;;;spicy;;
i want a moderately priced;;african;;;;east;;;;;;;;spicy;;
can i find an expensive restaurant that serves traditional food;;;;;;centre;;;;;;;;;;
im looking for a restaurant serving international food;;;;;north;north;;;;;;;;;;
im looking for a moderately priced restaurant that serves traditional food;;;;;north;north;;;;;;;;spicy;;
i would like european food;;;;;south;south;;;;;;;;;;
im looking for a restaurant in the south part of town;korean;thai;;;;;;;;;;;;spicy;;
im looking for a moderately priced restaurant in the south part of town;korean;thai;;;;;;;;;;;;spicy;;
hi im looking for an restaurant in the center that serves korean food;;;;;;;;;;cheap;;;;;;
id like a moderately priced restaurant that serves cuban food please;;;;;east;east;;east;;;;;;spicy;;
i want an expensive restaurant that serves polish food;thai;thai;;thai;;east;;;;;;;;;;
i need a cheap restaurant in the east part of town;cuban;thai;;;;;;;;;;;;;;
hello im looking for an expensive restaurant;korean;korean;;;;west;;;;;;;;;;
restaurant in west part of town serving corsica food;;persian;;;;;;;;;;;;;;
moderately priced;;african;;;;;;;;;;;;spicy;;
moderately priced restaurant;;african;;;;;;;;;;;;spicy;;
i want to find a restaurant serving world food;indian;indian;;;north;west;;;;;;;;;;
looking for moderately priced russian food;persian;fusion;;;;;;;;;;;;spicy;;
im looking for a restaurant in the center;korean;thai;;;;;;;;;;;;;;
im looking for a moderately priced restaurant in the north part of town;korean;thai;;;;;;;;;;;;spicy;;
looking for something on the south side;;thai;;;;;;;;;;;;spicy;;
spanish food;;;;;;;;;;;;;;spicy;;
moderately priced serving gastro pub;;;;;east;east;;east;;;;;;spicy;;
cheap restaurant in the west part of town;cuban;thai;;;;;;;;;;;;;;
looking for a cheap restaurant that serves steak house food;thai;thai;steakhouse;steakhouse;south;south;;;;;;;;spicy;;
i need a moderate priced restaurant in the north part of town;;thai;;;;;;;;;;;;spicy;;
could i have a cheap restaurant in the east part of town;cuban;thai;;;;;;;;;;;;;;
looking for a restaurant in the south part of town that serves australian food;thai;thai;;thai;;;;;;;;;;spicy;;
cheap restaurant in the east of town;thai;thai;;;;;;;;;;;;;;
polish food;spanish;spanish;;;;south;;;;;;;;;;
yes id like an expensive restaurant in the east part of town;;thai;;;;;;;;;;;;;;
i want expensive food in the east part of town;;thai;;;;;;;;;;;;;;
im looking for a restaurant that serves french food;;;;;north;north;;;;;;;;;;
im looking for moderately priced restaurant serving austrian food;;african;;;;;;;;;;;;spicy;;
a restaurant with afghan food;african;african;;;;;;;;;;;;;;
i need a moderately priced restaurant in the west part of town;;thai;;;;;;;;;;;;spicy;;
moderately priced restaurant;;african;;;;;;;;;;;;spicy;;
moderately priced restaurant that serves creative food;thai;thai;;thai;;centre;;;;;;;;spicy;;
restaurant in the center;;thai;;;;;;;;;;;;;;
im looking for a restaurant in the south part of town serving korean food;;;;;;;;;;cheap;;;;spicy;;
uh yes im looking for a cheap restaurant in the west part of town;thai;thai;;;;;;;;;;;;;;
id like to find a restaurant that serves afghan food;thai;thai;;thai;;;;;;;;;;;;
looking for an expensive restaurant that serves afghan food;thai;thai;;thai;;north;;;;;;;;;;
moderate restaurant south part of town;;swiss;;;;;;;;;;;;spicy;;
moderately priced restaurant;;african;;;;;;;;;;;;spicy;;
looking for spanish food in the center of town;;;;;;;;;;;;;;spicy;;
danish food;spanish;spanish;;;;east;;;;;;;;;;
price range;;persian;;;;east;;;;;;;spicy;spicy;;spicy
afghan food;african;african;;;;;;;;;;;;;;
im looking for a restaurant that serves gastropub food any price range;;;;;north;north;;;;;;;spicy;spicy;;spicy
restaurant in the west part of town that serves airitran food;thai;thai;;thai;;;;;;;;;;;;
i am looking for a cheap restaurant and it should be in the west part of town;cuban;thai;;;;;;;;;;;;;;
im looking for a moderately priced restaurant in the north part of town;korean;thai;;;;;;;;;;;;spicy;;
im looking for a unintelligible food;korean;korean;;;north;north;;;;;;;;;;
im looking for a moderately priced restaurant in the south part of town;korean;thai;;;;;;;;;;;;spicy;;
moderately priced;;african;;;;;;;;;;;;spicy;;
im looking for a cheap restaurant in the west part of town;thai;thai;;;;;;;;;;;;;;
looking for a cheap restaurant in the west part of town;thai;thai;;;;;;;;;;;;;;
restaurant moderate price;;persian;;;;;;;;;;;spicy;spicy;;spicy
i need a cheap restaurant that serves indonesian food;thai;thai;;thai;;west;;;;;;;;;;
south;;swiss;;;;;;;;;;;;spicy;;
im looking for a cheap restaurant;cuban;thai;;;north;north;;;;;;;;;;
cheap restaurants;cuban;cuban;;;;east;;;;;;;;;;
expensive food in the south of town;;thai;;;;;;;;;;;;spicy;;
creative food;;;;;;centre;;;;;;;;;;
looking for cheap barbecue food;thai;cuban;;;;west;;;;;;;;;;
im looking for a cheap restaurant;thai;thai;;;north;north;;;;;;;;;;
id like a moderately priced restaurant in the west part of town;;thai;;;;;;;;;;;;spicy;;
i want to find an expensive restaurant that serves swedish food;thai;thai;;thai;;west;;;;;;;;;;
noise restaurant west part of town danish food;spanish;spanish;;;;;;;;;;;;spicy;;
i want a moderately priced restaurant in the north part of town;;thai;;;;;;;;;;;;spicy;;
yea i would like korean food;;;;;south;south;;;;cheap;;;;;;
im looking for an expensive restaurant in the south part of town;korean;thai;;;;;;;;;;;;spicy;;
im looking for a restaurant in the center part of town that serves unintelligible food;thai;thai;;thai;;;;;;;;;;;;
moderately priced;;african;;;;;;;;;;;;spicy;;
i want an expensive restaurant that serves sea food;thai;thai;seafood;seafood;;east;;;;;;;;;;
i need a restaurant in the west part of town;;thai;;;;;;;;;;;;;;
im looking for a restaurant serving romanian food;;;;;north;north;;;;;;;romantic;romantic;;
id like a restaurant in the south part of town;;thai;;;;;;;;;;;;spicy;;
im looking for a moderately priced restaurant and it should be in the north of town;korean;thai;;;;;;;;;;;;spicy;;
i need a moderately priced restaurant in the north of town;;thai;;;;;;;;;;;;spicy;;
i want to find a moderately priced restaurant that serves canapes food;thai;thai;;thai;;east;;;;;;;;spicy;;
restaurant south part of town english food;;swiss;;;;;;;;;;;;spicy;;
im looking for an expensive restaurant in the south part of town;korean;thai;;;;;;;;;;;;spicy;;
im looking for a restaurant in the south part of town;korean;thai;;;;;;;;;;;;spicy;;
moderately priced restaurant;;african;;;;;;;;;;;;spicy;;
hello and welcome to the cambridge;;thai;;;south;north;;;;cheap;;;;;;
im looking for a cheap restaurant that serves vietnamese food;;;;;north;north;;;;;;;;;;
hi looking for a moderately priced restaurant;korean;thai;;;north;north;;;;;;;;spicy;;
expensive restaurant scottish food;;british;;;;south;;;;;;;;;;
whats the;thai;thai;;;west;west;;;;cheap;;;;;;
id like to find an expensive restaurant;indian;indian;;;;;;;;;;;;;;
restaurant north part of town fast food;;korean;;;;;;;;;;;;;;
south expensive;;swiss;;;;;;;;;;;;spicy;;
moderately priced restaurant;;african;;;;;;;;;;;;spicy;;
yes i am in the east part of town right now and i am looking for any place that serves indonesian food;thai;thai;;thai;;;;;;;;;;spicy;;
im looking for a restaurant in any area that serves welsh food;thai;thai;;thai;;;;;;;;;;;;
cheap restaurant north part of town;thai;cuban;;;;;;;;;;;;;;
cheap restaurant in the south part of town;thai;thai;;;;;;;;;;;;spicy;;
i want vegetarian food;;cuban;;;;east;;;;;;;;;;
im looking for an expensive restaurant in the east part of town;korean;thai;;;;;;;;;;;;;;
a cheap restaurant in the south part of town;cuban;thai;;;;;;;;;;;;spicy;;
im looking for a restaurant in the center that serves caribbean food;thai;thai;;thai;;;;;;;;;;;;
i would like to find a moderately priced restaurant in the north part of town;indian;thai;;;;;;;;;;;;spicy;;
can i have a seafood restaurant please;;;;;east;east;;east;;cheap;;;;;;
uh yes can i find a restaurant in the east part of town that serves chinese;;;;;;;;;;cheap;;;;children;;
im looking for a restaurant in any area of town that serves belgium food;thai;thai;;thai;north;north;;;;;;;;;;
a restaurant in the east part of town that serves caribbean food;thai;thai;;thai;;;;;;;;;;;;
im looking for a restaurant in the west park of town that serves australian food;thai;thai;;thai;;;;;;;;;;;;
looking for a moderately priced restaurant that serves unusual food;thai;thai;;thai;north;north;;;;;;;;spicy;;
im looking for a restaurant in the south part of town that serves pan asian food;thai;thai;;thai;;;;;;cheap;;;;spicy;;
i want to find a cheap restaurant;cuban;thai;;;;west;;;;;;;;;;
music hello;fusion;fusion;;;;east;;;;cheap;;;;spicy;;
cheap restaurant in the north part of town;thai;thai;;;;;;;;;;;;;;
korean;;;;;;north;;;;cheap;;;;;;
i want brazilian food;;italian;;;;east;;;;;;;;;;
im looking for a restaurant in the north part of town;korean;thai;;;;;;;;;;;;;;
im looking for an expensive restaurant in the south part of town;korean;thai;;;;;;;;;;;;spicy;;
im looking for an expensive restaurant in the east part of town;korean;thai;;;;;;;;;;;;;;
im looking for a cheap restaurant in the north part of town;thai;thai;;;;;;;;;;;;;;
im looking for an expensive restaurant that serves gastropub food;;;;;;north;;;;;;;;;;
hi im looking for a restaurant that serves lebanese food;;;;;north;north;;;;;;;;;;
cheap restaurant;thai;thai;;;;east;;;;;;;;;;
brazilian food;;italian;;;;;;;;;;;;;;
im looking for something in the west side;;thai;;;;;;;;;;;;;;
cheap restaurant in the west part of town;cuban;thai;;;;;;;;;;;;;;
i got to find a cheap restaurant that serves mexican food;thai;thai;;thai;;west;;;;;;;;;;
im looking for an expensive restaurant in the south part of town;korean;thai;;;;;;;;;;;;spicy;;
i want to find a cheap restaurant that serves;thai;thai;;thai;;east;;;;;;;;;;
i need to find an expensive restaurant in the south part of town;indian;thai;;;;;;;;;;;;spicy;;
im trying to find a cheap restaurant in the east of town;cuban;thai;;;;;;;;;;;;;;
yes could you recommend me a place that serves british food in a moderate price range;;;;;south;west;;;;;;;spicy;spicy;;spicy
expensive restaurant in the south part of town;;thai;;;;;;;;;;;;spicy;;
im looking for a cheap restaurant in the east part of town;cuban;thai;;;;;;;;;;;;;;
moderately priced west part of town;;african;;;;;;;;;;;;spicy;;
hi i want to find a moderately priced restaurant in the north part of town;indian;thai;;;;;;;;;;;;spicy;;
i would like to find a restaurant in the north part of town that serves kosher food;thai;thai;;thai;;;;;;;;;;;;
restaurant in the center;;thai;;;;;;;;;;;;;;
looking for moderately priced restaurant in the north part of town;;thai;;;;;;;;;;;;spicy;;
im looking for a moderately priced restaurant that serves austria asian food;thai;thai;;thai;north;north;;;;;;;;spicy;;
im looking for a restaurant in the north part of town that serves korean food;;;;;;;;;;cheap;;;;;;
can i have a british restaurant in the east please;;;;;;;;;;cheap;;;;;;
yes i would like portuguese food;;;;;south;west;;;;;;;;;;
the center of town;;thai;;;;;;;;;;;;;;
im looking for a restaurant in the west part of town that serves canapes food;thai;thai;;thai;;;;;;cheap;;;;;;
spanish food;;;;;;;;;;;;;;spicy;;
im looking for a restaurant in the center of town;korean;thai;;;;;;;;;;;;;;
a cheap restaurant in the south part of town;cuban;thai;;;;;;;;;;;;spicy;;
price range;;persian;;;;centre;;;;;;;spicy;spicy;;spicy
expensive restaurant in the south part of town;;thai;;;;;;;;;;;;spicy;;
restauarant south part of town vanessa food;;swiss;;;;;;;;;;;;spicy;;
yeah im looking for food cheap restaurant;cuban;cuban;;;;east;;;;;;;;;;
im looking for a moderately priced restaurant in the north part of town;korean;thai;;;;;;;;;;;;spicy;;
swedish food;spanish;swiss;;swiss;;west;;;;;;;;;;
im looking for a restaurant in the center that serves romanian food;;;;;;;;;;;;;romantic;romantic;;
im looking for a moderately priced restaurant in the south part of town;korean;thai;;;;;;;;;;;;spicy;;
i want to find a moderately priced restaurant and it should be in the north part of town;indian;thai;;;;;;;;;;;;spicy;;
ya im looking for a restaurant serving persian food;;;;;north;north;;;;;;;;;;
i want a restaurant in the center;;thai;;;centre;east;centre;centre;;;;;;;;
venetian;;indian;;;;;;;;;;;;;;
im looking for a restaurant in the west part of town that should serve english food;thai;thai;;thai;;;;;;;;;;spicy;;
im looking for swedish food;swiss;spanish;;swiss;;west;;;;;;;;;;
im looking for an expensive restaurant in the north part of town;korean;thai;;;;;;;;;;;;;;
cheap restaurant in the east part of town;thai;thai;;;;;;;;;;;;;;
are there any restaurants that serve english food;thai;thai;;thai;;west;;;cheap;cheap;;;;spicy;;
restaurant in the south part of town that serves mexican food;thai;thai;;thai;;;;;;;;;;spicy;;
