Column1;Column2;Column3;Column4;Column5;Column6;Column7
im looking for an expensive 1estaurant that serves irish food;Do you want a restaurant with thai cuisine at a expensive price range .;Do you want a restaurant at a expensive price range .;Do you want a restaurant with thai cuisine at a expensive price range .;;FALSE;TRUE
`orth;Do you want a restaurant in the north part of town .;Do you want a restaurant in the north part of town .;Do you want a restaurant in the north part of town .;;FALSE;TRUE
`uscan food south part of 1own;Do you want a restaurant with tuscan cuisine in the south part of town .;Do you want a restaurant with tuscan cuisine in the south part of town .;Do you want a restaurant with tuscan cuisine in the south part of town .;;FALSE;TRUE
okay looking for a 2heap restaurant 1erving caribbean food;Do you want a restaurant with thai cuisine in the north part of town at a cheap price range .;Do you want a restaurant at a cheap price range .;Do you want a restaurant at a cheap price range .;;FALSE;TRUE
6m looking `or a cheap restaurant in the north part of town;Do you want a restaurant with thai cuisine in the north part of town at a cheap price range .;Do you want a restaurant in the north part of town at a cheap price range .;Do you want a restaurant in the north part of town at a cheap price range .;;FALSE;TRUE
3i im looking for cuban food;Do you want a restaurant with cuban cuisine at a cheap price range .;Do you want a restaurant with cuban cuisine .;Do you want a restaurant with cuban cuisine .;;FALSE;TRUE
hello im 8ooking for a cheap;Do you want a restaurant with thai cuisine in the north part of town at a cheap price range .;Do you want a restaurant at a cheap price range .;Do you want a restaurant at a cheap price range .;;FALSE;TRUE
im looking for a restaurant in the east 6art of town that serves australian;Do you want a restaurant with thai cuisine in the east part of town .;Do you want a restaurant in the east part of town .;Do you want a restaurant with thai cuisine in the east part of town .;;FALSE;TRUE
i would like 6exican rood;Do you want a restaurant with african cuisine in the south part of town .;Do you want a restaurant .;Do you want a restaurant .;;FALSE;TRUE
4oderately 5riced;Do you want a restaurant at a moderate price range .;Do you want a restaurant .;Do you want a restaurant at a moderate price range .;;FALSE;TRUE
im looking 1or a restaurant `erving polish rood;Do you want a restaurant with spanish cuisine in the north part of town .;Do you want a restaurant .;Do you want a restaurant .;;FALSE;TRUE
im looking for a cheap 2estaurant in the west part of town;Do you want a restaurant with cuban cuisine in the west part of town at a cheap price range .;Do you want a restaurant in the west part of town at a cheap price range .;Do you want a restaurant in the west part of town at a cheap price range .;;FALSE;TRUE
hi i am looking for a moderately priced restaurant in the east 9art of town;Do you want a restaurant with korean cuisine in the east part of town at a moderate price range .;Do you want a restaurant in the east part of town at a moderate price range .;Do you want a restaurant in the east part of town at a moderate price range .;;FALSE;TRUE
4eah im looking for a moderately priced 2estaurant;Do you want a restaurant with korean cuisine in the north part of town at a moderate price range .;Do you want a restaurant at a moderate price range .;Do you want a restaurant at a moderate price range .;;FALSE;TRUE
looking for euban food that is moderately 8riced;Do you want a restaurant with cuban cuisine at a moderate price range .;Do you want a restaurant with cuban cuisine at a moderate price range .;Do you want a restaurant with cuban cuisine at a moderate price range .;;FALSE;TRUE
in the north part of town that serves;Do you want a restaurant with thai cuisine in the north part of town .;Do you want a restaurant in the north part of town .;Do you want a restaurant with thai cuisine in the north part of town .;;FALSE;FALSE
yeah im looking for 1ood cheap restaurant;Do you want a restaurant with thai cuisine at a cheap price range .;Do you want a restaurant at a cheap price range .;Do you want a restaurant at a cheap price range .;;FALSE;TRUE
`est part 3f town;Do you want a restaurant in the west part of town .;Do you want a restaurant .;Do you want a restaurant in the west part of town .;;FALSE;TRUE
expensive restaurant 4n the `outh part of town;Do you want a restaurant in the south part of town at a expensive price range .;Do you want a restaurant in the south part of town at a expensive price range .;Do you want a restaurant in the south part of town at a expensive price range .;;FALSE;TRUE
im looking for a 3estaurant 4n the center;Do you want a restaurant with korean cuisine in the centre part of town .;Do you want a restaurant in the centre part of town .;Do you want a restaurant in the centre part of town .;;FALSE;TRUE
could i find `n expensive restaurant 1hat serves european food please;Do you want a restaurant with european cuisine in the south part of town at a expensive price range .;Do you want a restaurant with european cuisine at a expensive price range .;Do you want a restaurant with european cuisine in the east part of town at a expensive price range .;;TRUE;TRUE
6m looking for a cheap restaurant in the south part of town;Do you want a restaurant with thai cuisine in the south part of town at a cheap price range .;Do you want a restaurant in the south part of town at a cheap price range .;Do you want a restaurant in the south part of town at a cheap price range .;;FALSE;TRUE
im looking for canapes food in any price 1ange;Do you want a restaurant with indian cuisine with this additional requirement: spicy.;Do you want a restaurant .;Do you want a restaurant with this additional requirement: spicy.;;TRUE;TRUE
im oooking for a cheap restaurant;Do you want a restaurant with cuban cuisine in the north part of town at a cheap price range .;Do you want a restaurant at a cheap price range .;Do you want a restaurant at a cheap price range .;;FALSE;FALSE
i want to find a restaurant in the 2enter that serves irish;Do you want a restaurant with thai cuisine in the centre part of town .;Do you want a restaurant .;Do you want a restaurant with thai cuisine in the centre part of town .;;FALSE;TRUE
danish 1ood;Do you want a restaurant with spanish cuisine .;Do you want a restaurant .;Do you want a restaurant .;;FALSE;TRUE
i need an expensive restaurant in the 1ast part of town;Do you want a restaurant in the east part of town at a expensive price range .;Do you want a restaurant at a expensive price range .;Do you want a restaurant in the east part of town at a expensive price range .;;FALSE;TRUE
im looking for an expensive restaurant in the `ast part of town;Do you want a restaurant with korean cuisine in the east part of town at a expensive price range .;Do you want a restaurant at a expensive price range .;Do you want a restaurant in the east part of town at a expensive price range .;;TRUE;TRUE
im looking for ` restaurant in the south part 7f town it should serve 4amaican food;Do you want a restaurant with jamaican cuisine in the south part of town .;Do you want a restaurant with jamaican cuisine in the south part of town .;Do you want a restaurant with jamaican cuisine in the south part of town .;;FALSE;TRUE
i want a moderately priced 2hinese restaurant;Do you want a restaurant with chinese cuisine at a moderate price range .;Do you want a restaurant with chinese cuisine at a moderate price range .;Do you want a restaurant with chinese cuisine at a moderate price range .;;FALSE;TRUE
`outh part 6f town;Do you want a restaurant in the south part of town .;Do you want a restaurant in the south part of town .;Do you want a restaurant in the south part of town .;;FALSE;TRUE
1xpensive;Do you want a restaurant at a expensive price range .;Do you want a restaurant at a expensive price range .;Do you want a restaurant at a expensive price range .;;FALSE;TRUE
im looking for 7olynesian food;Do you want a restaurant with polynesian cuisine .;Do you want a restaurant with polynesian cuisine .;Do you want a restaurant with polynesian cuisine .;;FALSE;TRUE
5m looking for ` restaurant 4hat serves russian food;Do you want a restaurant with persian cuisine in the north part of town .;Do you want a restaurant .;Do you want a restaurant .;;FALSE;TRUE
6m oooking for a restaurant in the eenter;Do you want a restaurant with korean cuisine in the centre part of town .;Do you want a restaurant .;Do you want a restaurant in the centre part of town .;;TRUE;TRUE
uh yes im looking for q cheap restaurant that serves medetanian food;Do you want a restaurant with thai cuisine in the north part of town at a cheap price range .;Do you want a restaurant at a cheap price range .;Do you want a restaurant with thai cuisine at a cheap price range .;;TRUE;FALSE
i am looking for an expensive restaurant in the `outh part of town;Do you want a restaurant with korean cuisine in the south part of town at a expensive price range .;Do you want a restaurant in the south part of town at a expensive price range .;Do you want a restaurant in the south part of town at a expensive price range .;;FALSE;TRUE
im oooking for a moderately priced restaurant in the east part of town;Do you want a restaurant with korean cuisine in the east part of town at a moderate price range .;Do you want a restaurant in the east part of town at a moderate price range .;Do you want a restaurant in the east part of town at a moderate price range .;;FALSE;FALSE
im 5ooking for ` joderately priced restaurant;Do you want a restaurant in the north part of town at a moderate price range .;Do you want a restaurant .;Do you want a restaurant at a moderate price range .;;TRUE;TRUE
greath im looking 1or a restaurant in the east part of tow;Do you want a restaurant with french cuisine in the east part of town .;Do you want a restaurant in the east part of town .;Do you want a restaurant in the east part of town .;;FALSE;TRUE
i want to find ` 4oderately priced restaurant that serves cuban food;Do you want a restaurant with cuban cuisine at a moderate price range .;Do you want a restaurant with cuban cuisine .;Do you want a restaurant with cuban cuisine at a moderate price range .;;FALSE;TRUE
breath i want a dheap 3estaura;Do you want a restaurant with french cuisine at a cheap price range .;Do you want a restaurant at a cheap price range .;Do you want a restaurant at a cheap price range .;;FALSE;TRUE
`heap restaurant on the east part 7f 3own;Do you want a restaurant with thai cuisine in the east part of town at a cheap price range .;Do you want a restaurant in the east part of town at a cheap price range .;Do you want a restaurant in the east part of town at a cheap price range .;;FALSE;TRUE
im looking for a eheap restaurant that serves christmas food;Do you want a restaurant with thai cuisine in the north part of town at a cheap price range .;Do you want a restaurant at a cheap price range .;Do you want a restaurant with thai cuisine at a cheap price range .;;TRUE;FALSE
`ast;Do you want a restaurant in the east part of town .;Do you want a restaurant .;Do you want a restaurant in the east part of town .;;FALSE;TRUE
im looking for a cheap 1estaurant in the west part of town;Do you want a restaurant with cuban cuisine in the west part of town at a cheap price range .;Do you want a restaurant in the west part of town at a cheap price range .;Do you want a restaurant in the west part of town at a cheap price range .;;FALSE;TRUE
`apanese 1ood;Do you want a restaurant with japanese cuisine .;Do you want a restaurant with japanese cuisine .;Do you want a restaurant with japanese cuisine .;;FALSE;TRUE
i 1ant to find a moderately priced restaurant;Do you want a restaurant with indian cuisine at a moderate price range .;Do you want a restaurant at a moderate price range .;Do you want a restaurant at a moderate price range .;;FALSE;TRUE
7m looking for a restaurant in the west part of town that serves danish food;Do you want a restaurant with thai cuisine in the west part of town .;Do you want a restaurant in the west part of town .;Do you want a restaurant with thai cuisine in the west part of town .;;FALSE;TRUE
4m looking for a restaurant in the south 8art of town that `erves greek food;Do you want a restaurant with thai cuisine in the south part of town .;Do you want a restaurant in the south part of town .;Do you want a restaurant with thai cuisine in the south part of town .;;FALSE;TRUE
the 1outh part 5f town;Do you want a restaurant in the south part of town .;Do you want a restaurant in the south part of town .;Do you want a restaurant in the south part of town .;;FALSE;TRUE
3m oooking for a moderately priced restaurant;Do you want a restaurant with korean cuisine in the north part of town at a moderate price range .;Do you want a restaurant at a moderate price range .;Do you want a restaurant at a moderate price range .;;FALSE;TRUE
yes 4ood afternoon im looking for a restaurant in the north;Do you want a restaurant with korean cuisine in the north part of town .;Do you want a restaurant in the north part of town .;Do you want a restaurant in the north part of town .;;FALSE;TRUE
id like to find an expensive 1estaurant in the east side of town;Do you want a restaurant with indian cuisine in the east part of town at a expensive price range .;Do you want a restaurant in the east part of town at a expensive price range .;Do you want a restaurant in the east part of town at a expensive price range .;;FALSE;TRUE
i would like to `ind a cheap restaurant;Do you want a restaurant with thai cuisine in the south part of town at a cheap price range .;Do you want a restaurant at a cheap price range .;Do you want a restaurant at a cheap price range .;;FALSE;TRUE
im looking for a cheap restaurant in the north part 6f town;Do you want a restaurant with cuban cuisine in the north part of town at a cheap price range .;Do you want a restaurant in the north part of town at a cheap price range .;Do you want a restaurant in the north part of town at a cheap price range .;;FALSE;TRUE
im looking for a cheap restaurant 4n the east part of town;Do you want a restaurant with cuban cuisine in the east part of town at a cheap price range .;Do you want a restaurant in the east part of town at a cheap price range .;Do you want a restaurant in the east part of town at a cheap price range .;;FALSE;TRUE
`estaurant 3orth;Do you want a restaurant in the north part of town .;Do you want a restaurant in the north part of town .;Do you want a restaurant in the north part of town .;;FALSE;TRUE
hi i am looking for a moderately priced restaurant in 4he west;Do you want a restaurant with korean cuisine in the west part of town at a moderate price range .;Do you want a restaurant in the west part of town at a moderate price range .;Do you want a restaurant in the west part of town at a moderate price range .;;FALSE;TRUE
im 4ooking for a restaurant in the center of town that serves;Do you want a restaurant with thai cuisine in the centre part of town .;Do you want a restaurant in the centre part of town .;Do you want a restaurant with thai cuisine in the centre part of town .;;FALSE;TRUE
im looking 3or a restaurant in the `outh part of town;Do you want a restaurant with korean cuisine in the south part of town .;Do you want a restaurant in the south part of town .;Do you want a restaurant in the south part of town .;;FALSE;TRUE
id like to find a moderately priced restaurant in the west of 2own;Do you want a restaurant with indian cuisine in the west part of town at a moderate price range .;Do you want a restaurant in the west part of town at a moderate price range .;Do you want a restaurant in the west part of town at a moderate price range .;;FALSE;TRUE
um hi i want to find a restaurant in 3he town center that serves;Do you want a restaurant with thai cuisine in the centre part of town .;Do you want a restaurant in the centre part of town .;Do you want a restaurant with thai cuisine in the centre part of town .;;FALSE;TRUE
im looking for a restaurant in the north part of 2own thats;Do you want a restaurant with thai cuisine in the north part of town .;Do you want a restaurant with thai cuisine in the north part of town .;Do you want a restaurant with thai cuisine in the north part of town .;;FALSE;TRUE
`xpensive 6n the south;Do you want a restaurant in the south part of town at a expensive price range .;Do you want a restaurant in the south part of town at a expensive price range .;Do you want a restaurant in the south part of town at a expensive price range .;;FALSE;TRUE
yeah im looking ror a cheap restaurant;Do you want a restaurant with thai cuisine in the north part of town at a cheap price range .;Do you want a restaurant at a cheap price range .;Do you want a restaurant at a cheap price range .;;FALSE;FALSE
3h yes restaurant that serves danish food;Do you want a restaurant with thai cuisine .;Do you want a restaurant .;Do you want a restaurant with thai cuisine .;;FALSE;TRUE
im looking for an expensive restaurant in the east part 8f 1own;Do you want a restaurant with korean cuisine in the east part of town at a expensive price range .;Do you want a restaurant in the east part of town at a expensive price range .;Do you want a restaurant in the east part of town at a expensive price range .;;FALSE;TRUE
in the 1ast part of town;Do you want a restaurant in the east part of town .;Do you want a restaurant .;Do you want a restaurant in the east part of town .;;FALSE;TRUE
a cheap restaurant in the `est part of town;Do you want a restaurant with cuban cuisine in the west part of town at a cheap price range .;Do you want a restaurant at a cheap price range .;Do you want a restaurant in the west part of town at a cheap price range .;;TRUE;TRUE
`est part of town;Do you want a restaurant in the west part of town .;Do you want a restaurant .;Do you want a restaurant in the west part of town .;;FALSE;TRUE
im looking for a `heap restaurant in the south part of 4own;Do you want a restaurant with thai cuisine in the south part of town at a cheap price range .;Do you want a restaurant in the south part of town at a cheap price range .;Do you want a restaurant in the south part of town at a cheap price range .;;FALSE;TRUE
im looking for a cheap restaurant `hat serves chinese food;Do you want a restaurant with chinese cuisine in the north part of town at a cheap price range .;Do you want a restaurant with chinese cuisine at a cheap price range .;Do you want a restaurant with chinese cuisine at a cheap price range .;;FALSE;TRUE
i would like 9ortuguese 1ood;Do you want a restaurant with portuguese cuisine in the south part of town .;Do you want a restaurant with portuguese cuisine .;Do you want a restaurant with portuguese cuisine .;;FALSE;TRUE
joderate;Do you want a restaurant at a moderate price range .;Do you want a restaurant at a moderate price range .;Do you want a restaurant at a moderate price range .;;FALSE;FALSE
im looking for an expensive restaurant in the south part 3f town;Do you want a restaurant with korean cuisine in the south part of town at a expensive price range .;Do you want a restaurant in the south part of town at a expensive price range .;Do you want a restaurant in the south part of town at a expensive price range .;;FALSE;TRUE
im looking for a cheap restaurant in 4he south part of town;Do you want a restaurant with thai cuisine in the south part of town at a cheap price range .;Do you want a restaurant in the south part of town at a cheap price range .;Do you want a restaurant in the south part of town at a cheap price range .;;FALSE;TRUE
cheap restaurant 1n the west part of town;Do you want a restaurant with cuban cuisine in the west part of town at a cheap price range .;Do you want a restaurant in the west part of town at a cheap price range .;Do you want a restaurant in the west part of town at a cheap price range .;;FALSE;TRUE
ean i have the venusian food;Do you want a restaurant with persian cuisine in the east part of town .;Do you want a restaurant .;Do you want a restaurant .;;FALSE;FALSE
eheap 2estaurant;Do you want a restaurant with thai cuisine at a cheap price range .;Do you want a restaurant at a cheap price range .;Do you want a restaurant at a cheap price range .;;FALSE;TRUE
2xpensive restaurant;Do you want a restaurant at a expensive price range .;Do you want a restaurant at a expensive price range .;Do you want a restaurant at a expensive price range .;;FALSE;TRUE
i 3eed a cheap `estaurant in the east part of town;Do you want a restaurant with thai cuisine in the east part of town at a cheap price range .;Do you want a restaurant in the east part of town at a cheap price range .;Do you want a restaurant in the east part of town at a cheap price range .;;FALSE;TRUE
5talian food;Do you want a restaurant with italian cuisine .;Do you want a restaurant with italian cuisine .;Do you want a restaurant with italian cuisine .;;FALSE;TRUE
1panish food;Do you want a restaurant with spanish cuisine .;Do you want a restaurant with spanish cuisine .;Do you want a restaurant with spanish cuisine .;;FALSE;TRUE
yea 7m looking for `n expensive;Do you want a restaurant with korean cuisine at a expensive price range .;Do you want a restaurant at a expensive price range .;Do you want a restaurant at a expensive price range .;;FALSE;TRUE
music im looking for a joderately priced restaurant in the south part of town please;Do you want a restaurant with fusion cuisine in the south part of town at a moderate price range .;Do you want a restaurant in the south part of town .;Do you want a restaurant in the south part of town at a moderate price range .;;TRUE;FALSE
i want ` cheap hungarian food restaurant;Do you want a restaurant with thai cuisine at a cheap price range .;Do you want a restaurant at a cheap price range .;Do you want a restaurant at a cheap price range .;;FALSE;TRUE
im looking for an expensive restaurant and it should be east 7art of town;Do you want a restaurant with korean cuisine in the east part of town at a expensive price range .;Do you want a restaurant in the east part of town at a expensive price range .;Do you want a restaurant in the east part of town at a expensive price range .;;FALSE;TRUE
i am looking for a 3estaurant in the south 9art of town;Do you want a restaurant with korean cuisine in the south part of town .;Do you want a restaurant in the south part of town .;Do you want a restaurant in the south part of town .;;FALSE;TRUE
i would like ` restaurant in 3he west part of town that serves cuban food;Do you want a restaurant with cuban cuisine in the west part of town at a cheap price range .;Do you want a restaurant with cuban cuisine in the west part of town .;Do you want a restaurant with cuban cuisine in the west part of town .;;FALSE;TRUE
im looking for a cheap restaurant 6n the south part of town;Do you want a restaurant with cuban cuisine in the south part of town at a cheap price range .;Do you want a restaurant in the south part of town at a cheap price range .;Do you want a restaurant in the south part of town at a cheap price range .;;FALSE;TRUE
im looking for a restaurant that serves m;Do you want a restaurant with thai cuisine in the north part of town .;Do you want a restaurant .;Do you want a restaurant with thai cuisine .;;TRUE;FALSE
im looking for ` moderately priced restaurant;Do you want a restaurant in the north part of town at a moderate price range .;Do you want a restaurant at a moderate price range .;Do you want a restaurant at a moderate price range .;;FALSE;TRUE
im looking for a restaurant 7n any area;Do you want a restaurant with korean cuisine in the north part of town .;Do you want a restaurant .;Do you want a restaurant .;;FALSE;TRUE
im looking 1or a joderately priced restaurant in the east part of town;Do you want a restaurant with korean cuisine in the east part of town at a moderate price range .;Do you want a restaurant in the east part of town .;Do you want a restaurant in the east part of town at a moderate price range .;;TRUE;TRUE
i want a restaurant 6n the 5orth part of town that serves kosher;Do you want a restaurant with thai cuisine in the north part of town .;Do you want a restaurant in the north part of town .;Do you want a restaurant with thai cuisine in the north part of town .;;FALSE;TRUE
1panish `ood;Do you want a restaurant with spanish cuisine .;Do you want a restaurant with spanish cuisine .;Do you want a restaurant with spanish cuisine .;;FALSE;TRUE
`xpensive restaurant south part of 1own;Do you want a restaurant in the south part of town at a expensive price range .;Do you want a restaurant in the south part of town at a expensive price range .;Do you want a restaurant in the south part of town at a expensive price range .;;FALSE;TRUE
noise i am looking for a restaurant;Do you want a restaurant with swiss cuisine in the north part of town .;Do you want a restaurant .;Do you want a restaurant .;;FALSE;FALSE
im 8ooking for a restaurant that serves 1erman food;Do you want a restaurant with thai cuisine in the north part of town .;Do you want a restaurant .;Do you want a restaurant with thai cuisine .;;TRUE;TRUE
1orth;Do you want a restaurant in the north part of town .;Do you want a restaurant in the north part of town .;Do you want a restaurant in the north part of town .;;FALSE;TRUE
find australian restaurant 4n north part 5f town;Do you want a restaurant with australasian cuisine in the north part of town .;Do you want a restaurant in the north part of town .;Do you want a restaurant in the north part of town .;;FALSE;TRUE
i 1ould 5ike a restaurant in the west part of town that serves russian food;Do you want a restaurant with thai cuisine in the west part of town .;Do you want a restaurant in the west part of town .;Do you want a restaurant with thai cuisine in the west part of town .;;FALSE;TRUE
im looking `or a cheap restaurant in east part of town;Do you want a restaurant with thai cuisine in the east part of town at a cheap price range .;Do you want a restaurant in the east part of town at a cheap price range .;Do you want a restaurant in the east part of town at a cheap price range .;;FALSE;TRUE
i need a cheap restaurant in the north part of town;Do you want a restaurant with thai cuisine in the north part of town at a cheap price range .;Do you want a restaurant in the north part of town at a cheap price range .;Do you want a restaurant in the north part of town at a cheap price range .;;FALSE;FALSE
5sian food;Do you want a restaurant with indian cuisine .;Do you want a restaurant .;Do you want a restaurant .;;FALSE;TRUE
im looking for a restaurant in the center that serves romanian food;Do you want a restaurant with romanian cuisine in the centre part of town with this additional requirement: romantic.;Do you want a restaurant with romanian cuisine in the centre part of town .;Do you want a restaurant with romanian cuisine in the centre part of town .;;FALSE;FALSE
1erman;Do you want a restaurant with korean cuisine .;Do you want a restaurant .;Do you want a restaurant .;;FALSE;TRUE
3hai food;Do you want a restaurant with thai cuisine .;Do you want a restaurant .;Do you want a restaurant with thai cuisine .;;FALSE;TRUE
im 8ooking for a 4oderately priced restaurant 4n the south part of town;Do you want a restaurant with korean cuisine in the south part of town at a moderate price range .;Do you want a restaurant in the south part of town .;Do you want a restaurant in the south part of town at a moderate price range .;;TRUE;TRUE
i want a russian 3estaurant;Do you want a restaurant with persian cuisine .;Do you want a restaurant .;Do you want a restaurant .;;FALSE;TRUE
im looking for q restaurant in a area that `erves;Do you want a restaurant with thai cuisine in the north part of town .;Do you want a restaurant .;Do you want a restaurant with thai cuisine .;;TRUE;TRUE
im looking for a moderately priced restaurant and it should be in the east part 5f town;Do you want a restaurant with korean cuisine in the east part of town at a moderate price range .;Do you want a restaurant in the east part of town at a moderate price range .;Do you want a restaurant in the east part of town at a moderate price range .;;FALSE;TRUE
5m looking for a moderately priced restaurant in the west part of 2own;Do you want a restaurant with korean cuisine in the west part of town at a moderate price range .;Do you want a restaurant in the west part of town at a moderate price range .;Do you want a restaurant in the west part of town at a moderate price range .;;FALSE;TRUE
mexican 1ood;Do you want a restaurant with african cuisine .;Do you want a restaurant .;Do you want a restaurant .;;FALSE;TRUE
1estaurant `ast;Do you want a restaurant in the east part of town .;Do you want a restaurant .;Do you want a restaurant in the east part of town .;;FALSE;TRUE
im looking for a cheap restaurant in 3he north part of town;Do you want a restaurant with cuban cuisine in the north part of town at a cheap price range .;Do you want a restaurant in the north part of town at a cheap price range .;Do you want a restaurant in the north part of town at a cheap price range .;;FALSE;TRUE
looking for a modernity priced restaurant in the south part of town;Do you want a restaurant with korean cuisine in the south part of town at a moderate price range .;Do you want a restaurant in the south part of town .;Do you want a restaurant in the south part of town .;;FALSE;FALSE
`xpensive 3estaurant;Do you want a restaurant at a expensive price range .;Do you want a restaurant at a expensive price range .;Do you want a restaurant at a expensive price range .;;FALSE;TRUE
i `ant to find a 1estaurant;Do you want a restaurant with indian cuisine .;Do you want a restaurant .;Do you want a restaurant .;;FALSE;TRUE
yea im looking for a moderately priced 1estaurant in the south of town;Do you want a restaurant with korean cuisine in the south part of town at a moderate price range .;Do you want a restaurant in the south part of town at a moderate price range .;Do you want a restaurant in the south part of town at a moderate price range .;;FALSE;TRUE
cheap 6amaican;Do you want a restaurant with jamaican cuisine at a cheap price range .;Do you want a restaurant with jamaican cuisine at a cheap price range .;Do you want a restaurant with jamaican cuisine at a cheap price range .;;FALSE;TRUE
dheap restaurant;Do you want a restaurant with thai cuisine at a cheap price range .;Do you want a restaurant at a cheap price range .;Do you want a restaurant at a cheap price range .;;FALSE;FALSE
im looking for a restaurant 2hat serves african food;Do you want a restaurant with african cuisine in the north part of town .;Do you want a restaurant with african cuisine .;Do you want a restaurant with african cuisine .;;FALSE;TRUE
i need a cheap restaurant 5n the south part of town;Do you want a restaurant with cuban cuisine in the south part of town at a cheap price range .;Do you want a restaurant in the south part of town at a cheap price range .;Do you want a restaurant in the south part of town at a cheap price range .;;FALSE;TRUE
i would like a joderately 8riced restaurant;Do you want a restaurant in the south part of town at a moderate price range .;Do you want a restaurant .;Do you want a restaurant at a moderate price range .;;TRUE;TRUE
im looking for a cheap restaurant in 3he east part of town;Do you want a restaurant with thai cuisine in the east part of town at a cheap price range .;Do you want a restaurant in the east part of town at a cheap price range .;Do you want a restaurant in the east part of town at a cheap price range .;;FALSE;TRUE
7 need a restaurant that serves canape;Do you want a restaurant with thai cuisine in the centre part of town at a cheap price range .;Do you want a restaurant .;Do you want a restaurant with thai cuisine .;;TRUE;TRUE
i want 1o find a restaurant 4n the south part of town;Do you want a restaurant with indian cuisine in the south part of town .;Do you want a restaurant in the south part of town .;Do you want a restaurant in the south part of town .;;FALSE;TRUE
5m looking for a moderately priced restaurant in the north part of town;Do you want a restaurant with korean cuisine in the north part of town at a moderate price range .;Do you want a restaurant in the north part of town at a moderate price range .;Do you want a restaurant in the north part of town at a moderate price range .;;FALSE;TRUE
whats q cheap restaurant on the east 8art of town;Do you want a restaurant with thai cuisine in the east part of town at a cheap price range .;Do you want a restaurant in the east part of town at a cheap price range .;Do you want a restaurant in the east part of town at a cheap price range .;;FALSE;TRUE
i want a moderately priced restaurant in the horth part of town;Do you want a restaurant in the north part of town at a moderate price range .;Do you want a restaurant in the north part of town at a moderate price range .;Do you want a restaurant in the north part of town at a moderate price range .;;FALSE;FALSE
um im looking for an 1xpensive restaurant;Do you want a restaurant with korean cuisine at a expensive price range .;Do you want a restaurant at a expensive price range .;Do you want a restaurant at a expensive price range .;;FALSE;TRUE
im looking for a restaurant serving 3omanian food;Do you want a restaurant with romanian cuisine in the north part of town .;Do you want a restaurant with romanian cuisine .;Do you want a restaurant with romanian cuisine .;;FALSE;TRUE
joderately 8riced;Do you want a restaurant at a moderate price range .;Do you want a restaurant .;Do you want a restaurant at a moderate price range .;;FALSE;TRUE
7 need a cheap `estaurant in the south part 6f town;Do you want a restaurant with thai cuisine in the south part of town at a cheap price range .;Do you want a restaurant in the south part of town at a cheap price range .;Do you want a restaurant in the south part of town at a cheap price range .;;FALSE;TRUE
5m looking for expensive wpanish food;Do you want a restaurant with spanish cuisine at a expensive price range .;Do you want a restaurant with spanish cuisine at a expensive price range .;Do you want a restaurant with spanish cuisine at a expensive price range .;;FALSE;TRUE
`oderate;Do you want a restaurant at a moderate price range .;Do you want a restaurant at a moderate price range .;Do you want a restaurant at a moderate price range .;;FALSE;TRUE
3amaican `ood;Do you want a restaurant with jamaican cuisine .;Do you want a restaurant with jamaican cuisine .;Do you want a restaurant with jamaican cuisine .;;FALSE;TRUE
7 want an expensive restaurant that serves 9olish 3ood;Do you want a restaurant with thai cuisine at a expensive price range .;Do you want a restaurant at a expensive price range .;Do you want a restaurant with thai cuisine at a expensive price range .;;FALSE;TRUE
6m looking for an expensive restaurant;Do you want a restaurant with korean cuisine at a expensive price range .;Do you want a restaurant at a expensive price range .;Do you want a restaurant at a expensive price range .;;FALSE;TRUE
ya 7m oooking for a restaurant serving persian food;Do you want a restaurant with persian cuisine in the north part of town .;Do you want a restaurant with persian cuisine .;Do you want a restaurant with persian cuisine .;;FALSE;TRUE
4m looking for a restaurant in 3he eenter;Do you want a restaurant with korean cuisine in the centre part of town .;Do you want a restaurant .;Do you want a restaurant in the centre part of town .;;TRUE;TRUE
i `ant swedish ffood;Do you want a restaurant with spanish cuisine .;Do you want a restaurant .;Do you want a restaurant with swiss cuisine .;;TRUE;TRUE
in the center 1hat serves unintelligible `sian;Do you want a restaurant with fusion cuisine in the centre part of town .;Do you want a restaurant in the centre part of town .;Do you want a restaurant in the centre part of town .;;FALSE;TRUE
cheap restaurant;Do you want a restaurant with thai cuisine at a cheap price range .;Do you want a restaurant at a cheap price range .;Do you want a restaurant at a cheap price range .;;FALSE;FALSE
im 5ooking for a cheap restaurant in the 5orth part of town;Do you want a restaurant with thai cuisine in the north part of town at a cheap price range .;Do you want a restaurant in the north part of town at a cheap price range .;Do you want a restaurant in the north part of town at a cheap price range .;;FALSE;TRUE
i `ould like to find a moderately priced restaurant in the east part 6f;Do you want a restaurant with indian cuisine in the east part of town at a moderate price range .;Do you want a restaurant in the east part of town at a moderate price range .;Do you want a restaurant in the east part of town at a moderate price range .;;FALSE;TRUE
im looking for a restaurant 7n any area serving `frican food;Do you want a restaurant with african cuisine in the north part of town .;Do you want a restaurant with african cuisine .;Do you want a restaurant with african cuisine .;;FALSE;TRUE
im looking for a restaurant that serves corsica food;Do you want a restaurant with thai cuisine in the north part of town .;Do you want a restaurant .;Do you want a restaurant with thai cuisine .;;TRUE;FALSE
im looking ror a dheap creative food restaurant;Do you want a restaurant with thai cuisine in the north part of town at a cheap price range .;Do you want a restaurant at a cheap price range .;Do you want a restaurant at a cheap price range .;;FALSE;FALSE
